0.6024817  3.630256
0.6064456  3.487946
0.6068955  3.471794
0.6085596  3.412049
0.61302  3.251916
0.6143304  3.20487
0.6145246  3.1979
0.6147713  3.189043
0.6186644  3.049276
0.6205924  2.980057
0.6207464  2.974528
0.6220507  2.927704
0.6267772  2.758015
0.6282269  2.705969
0.6285984  2.692631
0.6300545  2.640357
0.6306149  2.620235
0.6314297  2.590986
0.6321025  2.566831
0.6335433  2.515104
0.6394889  2.301649
0.6405083  2.265052
0.6408399  2.253146
0.642576  2.190819
0.6433283  2.163811
0.6434792  2.158393
0.646523  2.049115
0.6465872  2.046813
0.6479701  1.997162
0.6487132  1.970484
0.6509067  1.912199
0.6512882  1.907112
0.6519305  1.89855
0.6519434  1.898378
0.6520659  1.896744
0.652144  1.895703
0.6522607  1.894146
0.6525383  1.890446
0.6540177  1.870722
0.6599078  1.792192
0.6675754  1.689964
0.6684819  1.677878
0.6697011  1.661622
0.674789  1.593788
0.6797238  1.527995
0.6797338  1.527861
0.6798976  1.525678
0.6807976  1.513678
0.68348  1.477915
0.6837528  1.474279
0.6845862  1.463167
0.6855392  1.450461
0.6876657  1.42211
0.6882332  1.414544
0.689872  1.392695
0.6914418  1.371764
0.6952209  1.321381
0.6981648  1.28213
0.7016868  1.244791
0.7020838  1.241761
0.7030841  1.234128
0.7048732  1.220476
0.7050998  1.218746
0.7055899  1.215007
0.7129872  1.158559
0.7140813  1.15021
0.715744  1.137522
0.7157699  1.137325
0.7169025  1.128682
0.7173972  1.124907
0.7179858  1.120416
0.7192351  1.110882
0.7203299  1.102528
0.7212662  1.095383
0.7220407  1.089473
0.722427  1.086525
0.7231233  1.081212
0.7252275  1.065155
0.7252983  1.064614
0.7265714  1.0549
0.7271342  1.050605
0.727338  1.04905
0.7291371  1.035321
0.7312522  1.019181
0.7312779  1.018985
0.7359067  0.9836631
0.7360276  0.9827407
0.7370852  0.9746702
0.7380594  0.967236
0.7385871  0.9632094
0.7386261  0.9629117
0.7439281  0.9224534
0.7484984  0.887578
0.7500955  0.8755613
0.7511748  0.8692558
0.7515342  0.867156
0.7551085  0.8462739
0.75736  0.8331201
0.7574836  0.8323977
0.7584433  0.8267909
0.7591293  0.8227832
0.7592607  0.8220153
0.7603512  0.8156446
0.7615474  0.8086558
0.7627093  0.8018677
0.7635453  0.7969832
0.764648  0.7905409
0.7673441  0.7747897
0.7679345  0.7713406
0.7684619  0.7682593
0.768933  0.7655071
0.7690987  0.7645387
0.770417  0.7568367
0.7707696  0.7547772
0.7720819  0.7471103
0.7736144  0.738157
0.7739135  0.7364095
0.7749467  0.7303729
0.7756817  0.726079
0.7758272  0.7252291
0.7806371  0.6971283
0.780881  0.6957033
0.7834719  0.6805664
0.7837085  0.6791843
0.7855217  0.668591
0.7866749  0.6618534
0.7879857  0.6541954
0.7884632  0.6514056
0.7886276  0.6504449
0.7892047  0.6470735
0.789898  0.6430232
0.7905336  0.6393095
0.7906581  0.6385826
0.7913759  0.6343885
0.7962777  0.6057512
0.7965585  0.6041107
0.7980829  0.5952044
0.7985446  0.592507
0.7992416  0.588435
0.7992752  0.588239
0.8006904  0.5836659
0.8014476  0.583295
0.8019657  0.5830412
0.8022776  0.5828884
0.8027036  0.5826797
0.8037841  0.5821503
0.8060406  0.5810449
0.8075063  0.5803268
0.8088209  0.5796828
0.8096905  0.5792568
0.8105064  0.578857
0.8106393  0.578792
0.8159857  0.5761728
0.8159875  0.5761719
0.8164701  0.5759354
0.8180606  0.5751562
0.8189363  0.5747272
0.8194012  0.5744995
0.8200306  0.5741911
0.82233  0.5730646
0.8287254  0.5699315
0.8339234  0.567385
0.8365801  0.5660834
0.8381296  0.5653243
0.8422976  0.5632824
0.842574  0.563147
0.8427609  0.5630555
0.8460428  0.5614476
0.8499024  0.5595568
0.8503149  0.5594056
0.8526411  0.5586419
0.8540469  0.5581804
0.8541761  0.558138
0.8547501  0.5579495
0.8551189  0.5578284
0.856501  0.5573747
0.8592937  0.5564578
0.8600805  0.5561995
0.860687  0.5560004
0.8619144  0.5555975
0.8671645  0.5538738
0.8678736  0.553641
0.868689  0.5533733
0.8721985  0.5522212
0.8752818  0.5512089
0.8797207  0.5497516
0.8802721  0.5495706
0.881267  0.549244
0.8824094  0.5488689
0.8825072  0.5488368
0.8841285  0.5483045
0.8844245  0.5482074
0.8854052  0.5478854
0.8941654  0.5450094
0.8967386  0.5441646
0.8983635  0.5436311
0.9006488  0.5429173
0.9042426  0.5419393
0.9053191  0.5416463
0.9055502  0.5415834
0.9066091  0.5412952
0.9092702  0.540571
0.9099171  0.5403949
0.9104349  0.540254
0.9141942  0.5392309
0.9161462  0.5386997
0.9173296  0.5383776
0.917567  0.538313
0.9195916  0.537762
0.919867  0.537687
0.9221924  0.5370542
0.9283028  0.5353913
0.9311449  0.5346178
0.9326859  0.5341984
0.9332569  0.534043
0.9349587  0.5335798
0.9384065  0.5326415
0.9414048  0.5318255
0.9429065  0.5314168
0.9445498  0.5309696
0.9500464  0.5294925
0.9529473  0.5298758
0.9542408  0.5300467
0.9580794  0.5305538
0.9584071  0.5305972
0.9605997  0.5308868
0.9608512  0.5309201
0.9619709  0.531068
0.967728  0.5318287
0.9692285  0.5320269
0.9703574  0.5321761
0.9703672  0.5321774
0.9731075  0.5325395
0.9739431  0.5326499
0.9746303  0.5327407
0.9747762  0.5327599
0.9755685  0.5328646
0.9794209  0.5333736
0.9823577  0.5337617
0.9830625  0.5338548
0.9839782  0.5339758
0.9873386  0.5344198
0.9883559  0.5345542
0.9917278  0.5349997
0.9925174  0.535104
0.9937256  0.5352637
0.9937378  0.5352653
0.9948974  0.5354185
0.996967  0.5356919
0.9980368  0.5358333
0.9990293  0.5359644
0.999678  0.5360501
1.002707  0.5319866
1.005297  0.5280565
1.005576  0.5276337
1.00592  0.5271115
1.007403  0.5248626
1.008577  0.5230815
1.009179  0.5221688
1.009614  0.5215084
1.01229  0.5174493
1.013013  0.5163526
1.01672  0.5107293
1.01759  0.5094093
1.019124  0.5070819
1.01921  0.5069522
1.020793  0.5045495
1.020822  0.5045057
1.024473  0.4989681
1.024506  0.4989173
1.025011  0.4981511
1.02833  0.4931167
1.028401  0.4930089
1.029505  0.4913348
1.030291  0.490142
1.036918  0.4800884
1.039973  0.4754545
1.040371  0.474851
1.042614  0.4714477
1.042878  0.4710478
1.043863  0.4695536
1.045694  0.4667767
1.048427  0.4626297
1.048657  0.4622818
1.04886  0.4619728
1.050101  0.4602952
1.050615  0.4605547
1.051734  0.4611197
1.052483  0.4614975
1.053698  0.4621111
1.054758  0.4626461
1.056918  0.4637366
1.056993  0.4637743
1.060031  0.4653085
1.062803  0.4667078
1.062809  0.466711
1.064931  0.4677822
1.066503  0.4685755
1.066721  0.4686855
1.066981  0.4688168
1.067287  0.4689713
1.067903  0.4692823
1.069879  0.4702801
1.070098  0.4703906
1.070314  0.4704995
1.072475  0.4715906
1.075227  0.4729801
1.076224  0.4734833
1.076592  0.4736692
1.081243  0.4760172
1.081466  0.4761295
1.082612  0.4767085
1.082729  0.4767675
1.082957  0.4768828
1.084165  0.4774926
1.084818  0.4778221
1.085161  0.4779954
1.085893  0.478365
1.086265  0.4785528
1.08836  0.4796103
1.090935  0.4809103
1.096239  0.483588
1.097236  0.4840914
1.098266  0.4846112
1.10177  0.4849244
1.102194  0.4847897
1.103772  0.4842881
1.104076  0.4841914
1.104415  0.4840838
