0.904129  1.e6
0.9042782  1.e6
0.9043784  1.e6
0.9044459  1.e6
0.9046792  1.e6
0.9048484  1.e6
0.9100346  1.e6
0.9136931  1.e6
0.9145881  1.e6
0.9171684  1.e6
0.9189106  1.e6
0.9201846  1.e6
0.9208092  1.e6
0.9216326  1.e6
0.9216818  1.e6
0.922519  1.e6
0.9228922  1.e6
0.9261713  1.e6
0.9305076  1.e6
0.9358009  1.e6
0.9372615  1.e6
0.9380165  1.e6
0.9384716  1.e6
0.9417061  1.e6
0.9417411  1.e6
0.942511  1.e6
0.9428791  1.e6
0.9473596  1.e6
0.9477152  1.e6
0.9536386  1.e6
0.9564075  1.e6
0.9567445  1.e6
0.9615427  1.e6
0.9657495  1.e6
0.9665415  1.e6
0.9666494  1.e6
0.9671718  1.e6
0.967871  1.e6
0.9690524  1.e6
0.9723226  1.e6
0.973225  1.e6
0.9781485  1.e6
0.9781925  1.e6
0.981303  1.e6
0.9831112  1.e6
0.9864897  1.e6
0.9876011  1.e6
0.9886869  1.e6
0.9915812  1.e6
0.9940815  1.e6
0.9982069  1.e6
0.9983997  1.e6
0.9996111  1.e6
1.002727  1.e6
1.005833  1.e6
1.006023  1.e6
1.008475  1.e6
1.009665  1.e6
1.010782  1.e6
1.012778  1.e6
1.015098  1.e6
1.021226  1.e6
1.027177  1.e6
1.027963  1.e6
1.028015  1.e6
1.028238  1.e6
1.029485  1.e6
1.03175  1.e6
1.034384  1.e6
1.037818  1.e6
1.039596  1.e6
1.043935  1.e6
1.044116  1.e6
1.04461  1.e6
1.045468  1.e6
1.046153  1.e6
1.047355  1.e6
1.047934  1.e6
1.047987  1.e6
1.050309  1.e6
1.055573  1.e6
1.057941  1.e6
1.058929  1.e6
1.062048  1.e6
1.063298  1.e6
1.06482  1.e6
1.068478  1.e6
1.068559  1.e6
1.068934  1.e6
1.069289  1.e6
1.070562  1.e6
1.071335  1.e6
1.073224  1.e6
1.075768  1.e6
1.080567  1.e6
1.082432  1.e6
1.083489  1.e6
1.091943  1.e6
1.100668  1.e6
1.101925  1.e6
1.104084  1.e6
1.109068  1.e6
1.118259  1.e6
1.119858  1.e6
1.123484  1.e6
1.124222  1.e6
1.124791  1.e6
1.128321  1.e6
1.130304  1.e6
1.131475  1.e6
1.131801  1.e6
1.131915  1.e6
1.132904  1.e6
1.133204  1.e6
1.139846  1.e6
1.140775  1.e6
1.140923  1.e6
1.143184  1.e6
1.144493  1.e6
1.145112  1.e6
1.145484  1.e6
1.148982  1.e6
1.154137  1.e6
1.15593  1.e6
1.156395  1.e6
1.164846  1.e6
1.166443  1.e6
1.167132  1.e6
1.169936  1.e6
1.173744  1.e6
1.175061  1.e6
1.175085  1.e6
1.17649  1.e6
1.177823  1.e6
